id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,instrumentalness,liveness,speechiness
642,Ripping Death,Exhumed,grindcore,aggressive,0.991,100.062,0.0547,0.393,5.17e-05,3.21e-06,0.263,0.193
643,High Fells,Full Of Hell,grindcore,intense,0.724,119.21,0.181,0.169,2.83e-06,0.739,0.446,0.0585
644,Hack-O-Lantern,Make Them Die Slowly,grindcore,aggressive,0.902,150.131,0.0848,0.389,2.3e-05,0.46,0.0465,0.0829
645,The Great and the Good,Napalm Death,grindcore,aggressive,0.986,107.41,0.0441,0.288,1.08e-05,0.074,0.747,0.193
646,Me & U,Caru,groove,aggressive,0.852,122.984,0.238,0.701,0.124,0.0,0.171,0.0611
647,Transformados,Kemuel,groove,happy,0.639,132.106,0.777,0.536,0.736,0.0,0.42,0.157
648,Let Me Take You,CID;Westend,groove,excited,0.908,125.981,0.905,0.874,0.00839,0.0891,0.343,0.0593
649,I Can't Be - Drop-G & Regard Remix,Hakan Akkus;Drop-G & Regard,groove,fiery,0.676,119.991,0.388,0.798,0.191,0.449,0.0808,0.0736
650,Bendito Eu Serei - Ao Vivo,Trazendo a Arca,groove,fiery,0.729,143.378,0.451,0.335,0.42,0.0,0.72,0.0811
651,Não Demora,Coral Voice Soul;Raphael Dias,groove,aggressive,0.78,81.952,0.466,0.392,0.15,0.0,0.262,0.0526
652,Sidewindah (feat. Flirta D),Gorgon City;Flirta D,groove,aggressive,0.936,127.0,0.415,0.817,0.131,0.285,0.227,0.0618
653,Provação / Live Session,Felipe Vilela,groove,melancholy,0.388,83.213,0.214,0.687,0.567,0.0,0.109,0.649
654,Disposable Heroes,Chimaira,groove,aggressive,0.986,187.989,0.291,0.183,1.75e-05,0.000106,0.179,0.0692
655,Matter of Time,HELLYEAH,groove,aggressive,0.984,102.278,0.324,0.434,0.000553,1.44e-06,0.14,0.104
656,Se Liga no Groove - Ao Vivo,ALEXANDRE APOSAN;Thalles Roberto,groove,aggressive,0.913,115.426,0.357,0.431,0.0498,1.47e-06,0.876,0.189
657,Hunching,Alex Preston,groove,aggressive,0.962,126.99,0.348,0.754,0.228,0.0778,0.391,0.201
658,Resurrection Man,Lamb of God,groove,aggressive,0.977,130.113,0.108,0.337,1.74e-05,0.528,0.0934,0.145
659,One Drink,DLMT,groove,aggressive,0.838,123.995,0.454,0.762,0.124,0.0192,0.0856,0.0648
660,Graça (feat. Ádila Mizrahy),Samuel Mizrahy;Ádila Mizrahy,groove,intense,0.534,76.017,0.196,0.516,0.073,0.0,0.198,0.0273
661,Let Me Go,3 Doors Down;Jack Joseph Puig,grunge,aggressive,0.863,92.004,0.491,0.478,0.0181,0.0,0.111,0.0387
662,Adrennalynne,The Smashing Pumpkins,grunge,intense,0.705,146.058,0.199,0.674,0.0032,3.11e-05,0.0837,0.0344
663,Those Days,Nickelback,grunge,happy,0.918,165.911,0.674,0.504,0.00228,0.0,0.147,0.0462
664,World So Cold,12 Stones,grunge,fiery,0.688,186.227,0.394,0.262,0.472,0.0,0.36,0.0443
665,Hunger Strike - 25th Anniversary Mix,Temple Of The Dog,grunge,fiery,0.735,137.834,0.312,0.384,0.0252,2.76e-05,0.114,0.0317
666,Moist Vagina - 2013 Mix,Nirvana,grunge,energetic,0.567,110.306,0.613,0.344,0.000127,0.205,0.225,0.0384
667,Sunshine,Buckcherry,grunge,energetic,0.981,145.97,0.611,0.515,0.00101,0.0,0.077,0.0532
668,Downfall,Matchbox Twenty,grunge,aggressive,0.937,129.264,0.277,0.449,0.0559,1.24e-06,0.659,0.121
669,Pennyroyal Tea,Nirvana,grunge,moody,0.449,113.308,0.196,0.428,0.000351,0.000498,0.253,0.0342
670,Doll Parts,Hole,grunge,fiery,0.542,204.824,0.365,0.245,0.147,4.05e-06,0.102,0.0324
671,Cyanide Sweet Tooth Suicide - Live from Washington State,Shinedown,grunge,aggressive,0.998,131.059,0.0382,0.439,3.58e-05,0.000203,0.218,0.249
672,Addicted to Pain,Alter Bridge,grunge,aggressive,0.99,118.033,0.285,0.519,1.7e-05,0.000251,0.0849,0.0985
673,Say Hello 2 Heaven,Temple Of The Dog,grunge,fiery,0.647,148.087,0.321,0.306,0.0768,0.0,0.366,0.0316
674,Kryptonite,3 Doors Down,grunge,happy,0.835,97.991,0.68,0.608,0.24,0.0,0.3,0.0282
675,Mudshovel,Staind,grunge,aggressive,0.826,106.606,0.341,0.328,0.000224,0.000944,0.0818,0.0362
676,Savage Love,Andrew Foy,guitar,tender,0.139,139.764,0.703,0.665,0.464,0.839,0.101,0.0551
677,Hammock in Havana,Jesse Rice,guitar,excited,0.652,105.988,0.765,0.752,0.274,0.00408,0.112,0.0257
678,Bolero Mientras Tanto,Las Perlas Negras,guitar,melancholy,0.382,120.095,0.284,0.757,0.699,0.829,0.11,0.0479
679,Vesuvio,Anila Mirela,guitar,melancholy,0.134,119.984,0.189,0.827,0.93,0.878,0.111,0.123
680,He Aloha No 'O Honolulu & Mauna Loa - Medley,Barney Isaacs;George Kuo,guitar,melancholy,0.228,122.975,0.435,0.449,0.77,0.843,0.278,0.0358
681,Dos Palomitas Amantes,Trio Ayacucho,guitar,energetic,0.605,91.444,0.546,0.616,0.752,1.88e-05,0.0919,0.0596
682,Cantando hasta el amanecer,Dúo Hnos. Gaitán Castro,guitar,happy,0.809,143.559,0.927,0.541,0.555,1.04e-06,0.302,0.0768
683,Beer on a Beach,Jesse Rice,guitar,energetic,0.631,77.017,0.604,0.61,0.129,1.21e-05,0.161,0.0288
684,Movimento perpétuo,Carlos Paredes,guitar,happy,0.64,154.741,0.961,0.272,0.77,0.907,0.276,0.0372
685,La Media Vuelta,Chamin Madero,guitar,moody,0.472,100.934,0.441,0.443,0.494,0.735,0.131,0.0278
686,How D'ya Do,Sonny Lim,guitar,peaceful,0.121,125.661,0.5,0.622,0.97,0.917,0.143,0.0536
687,Eimaste Dyo,Mikis Theodorakis;Antonis Kalogiannis,guitar,happy,0.607,119.088,0.988,0.678,0.772,0.00342,0.322,0.0333
688,Consejo de Mi Madre,Duo Retama,guitar,happy,0.765,96.035,0.658,0.732,0.577,2.94e-06,0.0745,0.0331
689,Billie Jean - Acoustic Instrumental,Casper Esmann,guitar,sad,0.341,152.958,0.179,0.419,0.322,0.914,0.0786,0.0317
690,Samba Triste,Baden Powell,guitar,melancholy,0.162,97.041,0.341,0.505,0.97,0.935,0.104,0.0455
691,Fracture #TiH - Edit,Meccano Twins,happy,energetic,0.968,179.791,0.512,0.361,0.0241,0.00723,0.316,0.166
692,Stuck On Replay - Radio Edit,Scooter,happy,aggressive,0.885,149.957,0.354,0.497,0.113,0.00018,0.257,0.0472
693,Fly,2 Brothers On The 4th Floor,happy,happy,0.898,134.028,0.759,0.696,0.0388,0.0646,0.461,0.0329
694,Dogfight - Radio Edit,Dj Mad Dog,happy,aggressive,0.967,173.986,0.309,0.396,0.0065,0.0586,0.538,0.295
695,XTC Love,Bertocucci Feranzano,happy,aggressive,0.852,177.966,0.302,0.63,0.0016,0.82,0.653,0.108
696,Sloop Die Speakers! - Originele Mix,Neophyte;Drokz,happy,aggressive,0.965,92.501,0.0399,0.488,0.0751,0.0513,0.318,0.0723
697,The Question Is What Is The Question?,Scooter,happy,happy,0.936,142.036,0.892,0.601,0.0218,0.359,0.321,0.0398
698,We Bring the Noise,Scooter,happy,aggressive,0.987,143.013,0.178,0.474,0.000172,0.00378,0.818,0.0672
699,I Am The Magnificent - Original Mix,The Prophet,happy,aggressive,0.822,104.872,0.0536,0.396,0.000466,0.653,0.376,0.0474
700,Extreme Terror - Chaotic Hostility Remix,Dj Skinhead;Chaotic Hostility,happy,aggressive,0.961,140.146,0.151,0.55,0.102,0.0,0.364,0.12
701,Bone Crusher,Noize Suppressor,happy,aggressive,0.999,164.97,0.0537,0.56,0.522,0.0446,0.0934,0.125
702,Digital Voodoo,Korsakoff,happy,aggressive,0.926,154.979,0.0653,0.546,0.519,0.91,0.144,0.0469
703,No Newstyle - Original Mix,The Masochist,happy,aggressive,0.951,163.97,0.222,0.604,0.000574,0.00288,0.445,0.153
704,Jealous,Darren Styles,happy,aggressive,0.957,169.998,0.273,0.443,0.000105,0.328,0.0919,0.0651
705,Liquid Is Liquid - Remastered,Scooter,happy,aggressive,0.99,143.015,0.0952,0.548,4.91e-06,0.822,0.184,0.0411
706,Sanctuary,Welshly Arms,hard-rock,fiery,0.718,76.996,0.354,0.53,0.00474,0.0,0.0758,0.0363
707,Quieren Dinero,Los Prisioneros,hard-rock,happy,0.665,145.45,0.811,0.618,0.0168,0.000106,0.515,0.0287
708,I Live My Life for You,Firehouse,hard-rock,fiery,0.522,141.833,0.336,0.513,0.0634,0.0,0.121,0.0295
709,"Burning Heart - From ""Rocky IV"" Soundtrack",Survivor,hard-rock,energetic,0.665,97.996,0.647,0.651,0.221,7.91e-06,0.0403,0.0269
710,Gimme o Anel / Sheik - Ao Vivo - Chegou Quem Faltava,Charlie Brown Jr.,hard-rock,energetic,0.961,122.202,0.521,0.501,0.0108,0.0152,0.697,0.201
711,Insensível,Titãs,hard-rock,happy,0.712,120.222,0.923,0.648,0.0638,0.0,0.177,0.0273
712,Bitter Taste,Billy Idol,hard-rock,happy,0.934,119.003,0.699,0.579,0.0145,0.0231,0.182,0.0473
713,"O Que Está Feito, Está Feito",Matanza,hard-rock,happy,0.979,135.898,0.686,0.404,0.00148,1.41e-05,0.0818,0.0551
714,O Mundo Explodiu La Fora,Charlie Brown Jr.,hard-rock,happy,0.913,152.065,0.848,0.591,0.0626,1.88e-06,0.148,0.0401
715,Erro +55,Project46,hard-rock,aggressive,0.978,159.981,0.267,0.333,0.00236,0.000437,0.372,0.18
716,Eve-Evelyn,Los Prisioneros,hard-rock,energetic,0.958,154.575,0.575,0.65,0.0294,0.00734,0.0733,0.109
717,Só Lazer,Charlie Brown Jr.,hard-rock,energetic,0.764,166.205,0.583,0.274,0.00448,3.28e-05,0.389,0.0702
718,Every Rose Has Its Thorn,Poison,hard-rock,fiery,0.704,140.367,0.342,0.459,0.233,1.66e-06,0.374,0.0356
719,I'll Cry For You,Europe,hard-rock,fiery,0.742,99.032,0.342,0.541,0.00304,0.0,0.124,0.0284
720,Green Goes,Charlie Brown Jr.,hard-rock,excited,0.79,95.0,0.79,0.779,0.427,1.92e-06,0.136,0.128
721,Street Dreams,Nas,hardcore,excited,0.611,90.993,0.746,0.752,0.21,0.0,0.778,0.315
722,Suv's (Stupids Utility Vehicle),Dead Fish,hardcore,aggressive,0.941,107.773,0.477,0.549,0.000915,0.0,0.133,0.056
723,Illusions - Harpsichord Mix,Cypress Hill,hardcore,excited,0.723,90.961,0.55,0.85,0.00943,0.0818,0.101,0.171
724,Breathe,The Prodigy,hardcore,aggressive,0.808,130.041,0.303,0.673,0.0121,0.878,0.037,0.0491
725,Mother Superior,Good Riddance,hardcore,happy,0.829,100.786,0.687,0.474,0.00136,1.16e-05,0.345,0.0387
726,Pembalasan,Revenge The Fate,hardcore,aggressive,0.972,110.492,0.157,0.252,1.97e-05,0.847,0.398,0.185
727,Redemption Song,No Use For A Name,hardcore,aggressive,0.973,92.937,0.421,0.415,0.000962,0.000152,0.0938,0.108
728,Fogo Nos Racistas,Black Pantera,hardcore,aggressive,0.989,111.916,0.307,0.52,0.0284,4.3e-05,0.122,0.0895
729,¿Por Qué No Se Van?,Los Prisioneros,hardcore,excited,0.796,152.153,0.94,0.755,0.0166,0.0173,0.0643,0.0422
730,Raveworld - F.Noize Remix,Rotterdam Terror Corps,hardcore,aggressive,0.997,95.071,0.0602,0.651,0.274,0.353,0.0847,0.306
731,Partiro' per te,Bull Brigade,hardcore,happy,0.879,169.97,0.676,0.41,0.00048,5.65e-06,0.32,0.0498
732,Amanhã,menores atos,hardcore,energetic,0.848,137.999,0.65,0.566,0.0231,0.000326,0.131,0.0364
733,Relapse,Momentum,hardcore,aggressive,0.945,90.212,0.285,0.559,0.000112,1.56e-06,0.363,0.0735
734,Art of Scratch (Intro),Artifacts,hardcore,excited,0.819,91.059,0.749,0.846,0.164,0.505,0.161,0.297
735,For Yesterday,Millencolin,hardcore,energetic,0.988,164.031,0.594,0.458,0.000212,0.0,0.0398,0.115
736,Primal Energy (Haunted Grounds),Ghost Stories;D-Block & S-te-Fan,hardstyle,aggressive,0.934,150.185,0.252,0.348,0.0103,7.44e-05,0.0691,0.238
737,I Love You (7 Inch Radio Edit) - Extended Mix,The Prophet,hardstyle,energetic,0.895,159.937,0.561,0.625,0.00281,0.0223,0.105,0.0514
738,Moskau,Da Tweekaz;Harris & Ford,hardstyle,aggressive,0.949,150.027,0.49,0.504,0.00221,0.00352,0.153,0.0498
739,Sinners Paradise,Sub Zero Project;Rebelion,hardstyle,aggressive,0.843,159.842,0.159,0.441,0.00111,1.54e-05,0.452,0.0668
740,Why Not (Original Mix) - Extended Mix,The Prophet,hardstyle,aggressive,0.892,94.956,0.0357,0.454,3.14e-05,0.903,0.101,0.0349
741,Mystical Expedition,Sound Rush,hardstyle,aggressive,0.995,149.897,0.327,0.428,0.013,0.00834,0.353,0.117
742,Jägermeister,Da Tweekaz,hardstyle,aggressive,0.966,150.007,0.446,0.54,0.0133,0.00215,0.846,0.0643
743,Viva La Hardcore,Section 1,hardstyle,aggressive,0.981,152.893,0.272,0.368,3.45e-05,0.00193,0.382,0.0965
744,House Of Fire,D-Charged,hardstyle,aggressive,0.774,77.425,0.222,0.309,0.000499,4.83e-05,0.589,0.097
745,Evolving - Edit,ANDY SVGE,hardstyle,aggressive,0.944,150.075,0.337,0.407,0.014,0.415,0.0569,0.0987
746,Delay Distortion,Wildstylez,hardstyle,aggressive,0.835,149.988,0.0487,0.537,0.221,0.875,0.154,0.0501
747,Rebel Baby - Original Mix,Outsiders,hardstyle,aggressive,0.913,75.045,0.464,0.607,0.189,0.332,0.0569,0.318
748,Never Going Home,Firelite;John Harris,hardstyle,aggressive,0.962,75.07,0.43,0.447,0.0232,3.71e-05,0.355,0.128
749,Move On,E-Force;Carola,hardstyle,aggressive,0.96,154.979,0.446,0.466,0.00546,1.69e-06,0.259,0.102
750,Drunken Masta - Edit,Psyko Punkz;Dope D.O.D.,hardstyle,aggressive,0.949,149.929,0.271,0.563,0.02,3.79e-05,0.499,0.0373
751,青天の三日月,ONMYO-ZA,heavy-metal,aggressive,0.981,177.894,0.448,0.337,0.000317,4.74e-06,0.308,0.0889
752,Hombres De Hierro,Ricardo Iorio,heavy-metal,aggressive,0.983,110.342,0.264,0.421,0.008,0.000286,0.157,0.0646
753,Con la suerte de saber,Los Antiguos,heavy-metal,aggressive,0.969,102.527,0.34,0.279,0.000246,0.0667,0.403,0.125
754,Kaunaz Dagaz,Brothers of Metal,heavy-metal,aggressive,0.904,146.006,0.393,0.483,0.000434,0.0,0.249,0.0574
755,La Leyenda del Hada y el Mago - En Vivo,Rata Blanca,heavy-metal,energetic,0.951,76.225,0.512,0.367,0.00209,0.683,0.162,0.135
756,Väkivaltakunta,Stam1na,heavy-metal,aggressive,0.855,165.056,0.349,0.403,4.84e-05,0.963,0.323,0.0565
757,Я свободен!,Кипелов,heavy-metal,intense,0.654,143.956,0.178,0.357,0.0841,0.000576,0.121,0.0423
758,La Locura de los Genios,Carajo,heavy-metal,aggressive,0.855,130.058,0.134,0.563,0.00044,0.0,0.046,0.0413
759,Jamás Tendrás Mi Gloria,Plan 4,heavy-metal,aggressive,0.986,175.822,0.414,0.32,7.1e-05,0.000222,0.316,0.133
760,No Class,Hermetica,heavy-metal,aggressive,0.941,93.839,0.314,0.281,1.53e-05,0.827,0.135,0.0573
761,The Forgotten Kingdom,Rata Blanca,heavy-metal,energetic,0.906,130.064,0.523,0.539,0.00422,0.00434,0.184,0.0362
762,Pa' Pelusa - En Vivo All Boys,Almafuerte,heavy-metal,aggressive,0.925,133.206,0.454,0.27,0.00212,0.000219,0.923,0.0477
763,サーチライト,Kinniku Shōjo Tai,heavy-metal,aggressive,0.992,121.987,0.492,0.546,0.00407,3.34e-06,0.934,0.169
764,Eslayer Te Va a Matar,Los Antiguos,heavy-metal,aggressive,0.99,153.482,0.364,0.223,2.41e-05,0.137,0.348,0.161
765,Mírese Adentro,Pappo;La Mississippi,heavy-metal,happy,0.787,130.171,0.696,0.574,0.00114,0.0279,0.673,0.0634
766,X ÚLTIMA VEZ,Daddy Yankee;Bad Bunny,hip-hop,excited,0.855,90.04,0.573,0.812,0.0789,0.000167,0.108,0.0554
767,Pushin P,Gunna;Future;Young Thug,hip-hop,moody,0.422,77.502,0.488,0.773,0.00783,0.00693,0.129,0.187
768,goosebumps,Travis Scott,hip-hop,fiery,0.728,130.049,0.43,0.841,0.0847,0.0,0.149,0.0484
769,Naah,Jass Manak,hip-hop,fiery,0.533,155.69,0.441,0.572,0.347,0.0,0.0794,0.0645
770,STAY (with Justin Bieber),The Kid LAROI;Justin Bieber,hip-hop,aggressive,0.764,169.928,0.478,0.591,0.0383,0.0,0.103,0.0483
771,Dua Lipa,Jack Harlow,hip-hop,fiery,0.652,158.022,0.405,0.833,0.00161,0.0985,0.106,0.0762
772,Built Different,Sidhu Moose Wala,hip-hop,happy,0.706,94.965,0.784,0.739,0.141,0.0,0.299,0.0487
773,Aaja We Mahiya,Imran Khan,hip-hop,fiery,0.594,80.034,0.378,0.639,0.131,0.0,0.119,0.0347
774,Everybody Dies In Their Nightmares,XXXTENTACION,hip-hop,happy,0.57,129.953,0.689,0.734,0.847,2.14e-05,0.112,0.133
775,Kaise Mujhe,Benny Dayal;Shreya Ghoshal,hip-hop,melancholy,0.414,82.002,0.292,0.59,0.781,0.000522,0.146,0.0346
776,Hanji Hanji,Amrit Maan;The PropheC,hip-hop,excited,0.553,100.042,0.53,0.871,0.346,1.43e-05,0.11,0.0484
777,First Class,Jack Harlow,hip-hop,fiery,0.563,106.998,0.324,0.905,0.0254,9.71e-06,0.113,0.102
778,Love Sick (feat. AR Paisley),Sidhu Moose Wala;AR Paisley,hip-hop,excited,0.543,124.018,0.548,0.824,0.101,0.0,0.178,0.209
779,Adi Penne,Stephen Zechariah;Srinisha Jayaseelan,hip-hop,fiery,0.648,107.978,0.423,0.591,0.449,0.0,0.382,0.0392
780,Last Last,Burna Boy,hip-hop,excited,0.565,87.925,0.55,0.795,0.131,0.0,0.0802,0.0948
781,The Way I Lose My Mind,Carl Smith,honky-tonk,melancholy,0.395,82.249,0.471,0.392,0.913,8.75e-05,0.246,0.0252
782,Running Bear,George Jones,honky-tonk,happy,0.594,128.157,0.9,0.59,0.321,4.51e-05,0.26,0.0645
783,Too Much Water - Single Version,George Jones,honky-tonk,happy,0.657,163.998,0.959,0.55,0.776,0.0,0.134,0.0709
784,Kansas City Girl,Franky ‘Fastfingers’ Flint,honky-tonk,peaceful,0.188,129.468,0.857,0.794,0.873,0.779,0.0773,0.0951
785,Jambalaya (On The Bayou),Hank Williams;Drifting Cowboys,honky-tonk,peaceful,0.291,164.02,0.886,0.526,0.706,0.0,0.0651,0.0346
786,Heart Over Mind,Ray Price,honky-tonk,happy,0.559,133.362,0.827,0.401,0.684,0.000466,0.272,0.0353
787,Go Boy Go,Carl Smith,honky-tonk,peaceful,0.431,173.858,0.961,0.686,0.594,0.0,0.0523,0.0445
788,Five Foot Two Eyes Of Blue,Floyd Cramer,honky-tonk,happy,0.815,103.533,0.942,0.744,0.729,0.931,0.0863,0.043
789,Still Doin' Time,George Jones,honky-tonk,melancholy,0.282,124.06,0.342,0.629,0.744,1.41e-06,0.0915,0.0345
790,Lovesick Blues - Show 9,Hank Williams,honky-tonk,peaceful,0.35,133.694,0.654,0.673,0.961,0.0,0.579,0.0421
791,For The Good Times,Ray Price,honky-tonk,melancholy,0.339,82.635,0.469,0.323,0.84,0.000123,0.326,0.0304
792,Jesus Remembered Me,Hank Williams;Drifting Cowboys,honky-tonk,peaceful,0.425,206.092,0.641,0.401,0.883,0.0,0.171,0.0348
793,Blue Moon Of Kentucky,George Jones;Melba Montgomery,honky-tonk,happy,0.608,113.528,0.702,0.596,0.398,0.000303,0.059,0.0339
794,Poor Little Rich Boy,George Jones,honky-tonk,happy,0.705,155.114,0.962,0.564,0.531,0.0,0.428,0.0457
795,I've Seen Better Days,George Jones;Tammy Wynette,honky-tonk,sad,0.18,136.741,0.199,0.515,0.5,5.63e-05,0.109,0.0284
796,Roses,The Chainsmokers;ROZES,house,aggressive,0.802,100.001,0.343,0.713,0.0435,0.00377,0.309,0.0561
797,Never Really Loved Me (with Dean Lewis),Kygo;Dean Lewis,house,intense,0.642,117.94,0.218,0.614,0.289,0.0,0.13,0.0449
798,Don't Be Shy,Tiësto;KAROL G,house,excited,0.787,119.986,0.513,0.77,0.198,0.0,0.262,0.0583
799,High On Life (feat. Bonn),Martin Garrix;Bonn,house,moody,0.486,128.038,0.368,0.414,0.0129,0.0,0.111,0.0311
800,The Power,Duke Dumont;Zak Abel,house,aggressive,0.829,121.945,0.191,0.626,0.00458,0.0601,0.227,0.0537
801,Mad Love,Mabel,house,energetic,0.796,197.704,0.62,0.622,0.667,0.0,0.106,0.172
802,Rise Up (feat. Vamero),VINAI;VAMERO,house,aggressive,0.927,126.037,0.361,0.648,0.011,0.0,0.162,0.049
803,Never Going Home,Kungs,house,excited,0.842,122.028,0.96,0.839,0.0868,0.0981,0.0548,0.0392
804,Story of My Life,ILLENIUM;Sueco;Trippie Redd,house,aggressive,0.892,96.991,0.369,0.521,0.0539,0.0,0.117,0.0433
805,Fake A Smile,Alan Walker;salem ilese,house,intense,0.541,149.802,0.257,0.427,0.21,0.0,0.442,0.0362
806,BACK TO LIFE - TC/TC,twocolors;Kairos Grove,house,aggressive,0.838,126.113,0.322,0.589,0.00587,0.228,0.379,0.0417
807,Starstruck,Years & Years,house,happy,0.879,113.852,0.691,0.555,0.011,0.0,0.298,0.0983
808,Used To Love (with Dean Lewis),Martin Garrix;Dean Lewis,house,fiery,0.693,118.97,0.392,0.651,0.458,0.0,0.335,0.0375
809,Love Tonight - Edit,Shouse,house,fiery,0.681,123.028,0.448,0.727,0.00214,0.000307,0.0861,0.0265
810,Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),Dillon Francis;ILLENIUM;EVAN GIIA,house,fiery,0.715,145.979,0.397,0.488,0.0367,0.0,0.122,0.0562
811,Hello,µ-Ziq,idm,energetic,0.937,161.936,0.615,0.528,0.348,0.95,0.103,0.0369
812,Squeller,Autechre,idm,fiery,0.591,199.584,0.429,0.45,0.608,0.00137,0.297,0.367
813,Mansana,Anenon,idm,melancholy,0.168,99.264,0.0382,0.16,0.977,0.934,0.175,0.0363
814,Moonlupe,Casino Versus Japan,idm,aggressive,0.953,94.787,0.0579,0.446,0.00392,0.971,0.448,0.112
815,Xerrox Spark,alva noto,idm,melancholy,0.222,58.089,0.0797,0.0963,0.971,0.967,0.112,0.0401
816,Eyen,Plaid;Benet Walsh,idm,fiery,0.632,121.065,0.353,0.534,0.0153,0.962,0.189,0.0322
817,It's Not The Worst (Lali Puna Remix),Two Lone Swordsmen,idm,chill,0.381,90.309,0.75,0.748,0.336,0.818,0.121,0.0628
818,Let It Go (End Credit Version) - Japanese Version,Serph;Yui Makino,idm,intense,0.609,139.954,0.121,0.284,0.176,0.0,0.401,0.0337
819,Earthday ( John Tejada Remix ),Karsten Pflum;John Tejada,idm,excited,0.859,133.993,0.663,0.774,0.105,0.854,0.158,0.0536
820,Shut Down,LFO,idm,aggressive,0.978,137.242,0.158,0.521,0.029,0.957,0.153,0.0804
821,Dance with Robertson,arai tasuku,idm,melancholy,0.157,80.846,0.0684,0.372,0.889,0.947,0.0684,0.0558
822,Beneath Fleeting Visions,Ochre,idm,fiery,0.632,140.039,0.341,0.674,0.0112,0.868,0.119,0.0301
823,Skylla,Kelpe,idm,fiery,0.624,86.024,0.437,0.606,0.109,0.852,0.375,0.0463
824,Oneness,Teielte,idm,fiery,0.655,140.021,0.334,0.744,0.0123,0.875,0.0779,0.046
825,Bass Kick,Luke Vibert,idm,energetic,0.884,159.982,0.613,0.616,0.105,0.656,0.0726,0.24
826,Aaj Din Chadheya - Lofi,Dr LoFi,indian,intense,0.504,73.522,0.107,0.427,0.537,0.0192,0.371,0.0628
827,O Re Piya - Flute Version (Instrumental),Salim–Sulaiman,indian,peaceful,0.445,99.998,0.5,0.361,0.835,0.893,0.146,0.0333
828,Gerua,Pritam;Arijit Singh;Antara Mitra,indian,fiery,0.668,87.458,0.403,0.371,0.636,2e-06,0.294,0.0497
829,Ilahi (Reprise),Pritam;Mohit Chauhan,indian,energetic,0.921,131.903,0.647,0.568,0.277,3.59e-06,0.151,0.0771
830,Ami Je Tomar (Kiara's Scare),Pritam;Shreya Ghoshal;Arijit Singh,indian,sad,0.274,116.781,0.337,0.361,0.397,5.83e-06,0.185,0.0395
831,Heartless - Lofi Flip,Silent Ocean;Badshah;Aastha Gill,indian,sad,0.334,140.145,0.119,0.493,0.0873,0.000628,0.22,0.0552
832,Subha Hone Na De (Remix),Pritam;Mika Singh;Shefali Alvares;Kiran Kamath,indian,aggressive,0.898,131.986,0.365,0.739,0.184,0.0586,0.215,0.0691
833,Baanina Haniyu,Raghu Dixit,indian,melancholy,0.384,134.242,0.185,0.484,0.517,0.0,0.149,0.0314
834,Jahaan Tu Chala,Jasleen Royal,indian,melancholy,0.187,111.829,0.379,0.459,0.879,0.00488,0.126,0.0353
835,Kitna Hai Pyaar,Ashu Shukla,indian,melancholy,0.281,83.211,0.376,0.288,0.798,0.0,0.0813,0.029
836,Enna Solla - Rendition,Sanah Moidutty,indian,peaceful,0.442,113.385,0.515,0.507,0.73,0.00583,0.251,0.136
837,295 - Lofi Mix,Dr LoFi,indian,intense,0.67,77.287,0.256,0.537,0.822,2.61e-06,0.0894,0.318
838,Dukandaar,Gravity,indian,energetic,0.764,168.06,0.577,0.712,0.325,0.0,0.0819,0.357
839,Mumbai Dance,Nucleya;Julius Sylvest;Gagan Mudgal,indian,aggressive,0.892,97.01,0.486,0.655,0.0202,0.0917,0.321,0.0771
840,Manma Emotion Jaage,Pritam;Amit Mishra;Anushka Manchanda;Antara Mitra,indian,aggressive,0.822,101.998,0.467,0.762,0.0284,0.0,0.367,0.0425
841,Something Bout That Feeling,Devin Kennedy,indie-pop,chill,0.397,203.723,0.772,0.69,0.064,0.0,0.0784,0.0453
842,Happier in Hell,Royal & the Serpent,indie-pop,fiery,0.522,138.552,0.326,0.372,0.0243,0.0,0.231,0.0413
843,for the girls,Hayley Kiyoko,indie-pop,excited,0.652,136.138,0.55,0.753,0.133,0.0,0.0764,0.0594
844,socha na tha,Zaeden,indie-pop,aggressive,0.752,192.133,0.179,0.489,0.665,0.000669,0.55,0.0372
845,Everybody Talks,Neon Trees,indie-pop,happy,0.924,154.961,0.725,0.471,0.00301,0.0,0.313,0.0586
846,Drawer,10cm,indie-pop,melancholy,0.469,84.366,0.259,0.359,0.745,0.0,0.101,0.0326
847,Kaisey Jiyun - Acoustic,The Local Train,indie-pop,moody,0.453,143.914,0.324,0.556,0.122,0.0,0.0802,0.0254
